id_venta,fecha,año,mes,dia_semana,semana_numero,producto,categoria,cantidad,precio_unitario,descuento,monto_total,costo_unitario,margen_beneficio,estado,ciudad,region,metodo_pago,canal_venta,cliente_id,categoria_cliente,cliente_antiguedad_dias,vendedor_id,vendedor_experiencia_meses,promocion_aplicada,cupon_usado,puntuacion_cliente,tiempo_entrega_dias,fecha_registro_cliente,acumulado_mes_producto,ranking_ciudad_mes
4473,2023-12-25,2023,12,Monday,52,USB,,29,184,52,2561.2799999999997,127.6,30.65,Cancelado,Sevilla,Sur,Efectivo,Tienda física,CLI8172,Regular,25,Miguel,48,,inválido,3,9,2023-11-30,248490.01069999998,29
4474,2023-11-04,2023,11,Saturday,44,RAM,Almacenamiento,77,694,18,43819.16,397.13,42.78,Envío,Madrid,Centro,,Tienda física,CLI6025,Regular,271,Laura,24,,Sí,2,14,2023-02-06,344149.42121776566,6
4475,2024-08-20,2024,8,Tuesday,34,Monitor,Periféricos,46,470,3,20971.399999999998,188.1,59.98,Completado,,,,Marketplace,CLI5114,Nuevo,215,Miguel,48,CyberMonday,,3,5,2024-01-18,722789.331274278,13
4476,2024-09-12,2024,9,Thursday,37,RAM,Almacenamiento,-1,1290,18,-1057.8000000000002,713.02,44.73,Envío,,,PayPal,Marketplace,CLI3151,Regular,331,Ana,36,CyberMonday,No,5,7,2023-10-17,error_acumulado,
4477,2023-05-01,2023,5,Monday,18,,Almacenamiento,17,1242,9,19213.74,532.58,57.12,Envío,,,Transferencia,,CLI8013,Nuevo,169,Sofia,-6,CyberMonday,False,5,6,2022-11-13,1159027.8430789213,12
4478,2023-09-24,2023,9,Sunday,38,Impresora,Almacenamiento,97,1028,61,38889.24,536.59,47.8,Completado,Madrid,Centro,Efectivo,Tienda física,CLI7664,Nuevo,84,Ana,36,,,4,5,2023-07-02,293412.5237,5
4479,2024-09-30,2024,9,Monday,40,RAM,Accesorios,15,711,23,8212.050000000001,318.62,55.19,Completado,Valencia,Este,,Tienda física,CLI6596,Regular,308,,,Sin promoción,,1,8,2023-11-27,459728.5302337582,17
1257,17/02/2023,2023,2,Friday,7,,Almacenamiento,,$1329.99,104,-0.0,628.46,,Envío,Sevilla,Sur,Transferencia,,CLI6895,Nuevo,179,,,Primavera,Sí,2,11,2022-08-22,error_acumulado,
4481,2024-09-01,2024,9,Sunday,35,Monitor,Almacenamiento,81,1259,50,50989.5,826.98,34.31,Envío,,,Efectivo,Tienda física,CLI2641,Nuevo,176,Miguel,48,Primavera,True,5,1,2024-03-09,379841.48990000004,4
4482,04-17-2024,2024,4,Wednesday,16,Impresora,Electrónica,7 unidades,1136,27,,578.02,49.12,Pendiente,Valencia,Este,,Web,CLI2624,VIP,18,Miguel,48,Verano,True,4,14,2024-03-30,error_acumulado,
4483,2023-12-18,2023,12,Monday,51,Monitor,Periféricos,56,434,2,23817.92,213.59,50.79,Cancelado,Valencia,Este,Transferencia,Marketplace,CLI6276,VIP,302,Sofia,6,Verano,True,5,4,2023-02-19,310568.8237,11
4484,2023-12-19,2023,12,Tuesday,51,Disco Duro,Accesorios,74,211,31,10773.66,117.17,-44.469194312796205,Pendiente,,,Tarjeta,,CLI8227,Regular,280,Sofia,6,BlackFriday,False,3,-5,2023-03-14,390930.35240000003,11
4485,2024-04-22,2024,4,Monday,17,Webcam,Almacenamiento,24,330,37,-4989.6,207.4062384917796,37.15,Completado,,,Tarjeta,App,CLI9792,VIP,306,Carlos,12,CyberMonday,False,5,4,fecha_invalida,error_acumulado,
4486,2024-12-06,2024,12,Friday,49,,Almacenamiento,76,161,43,6974.52,97.57,39.4,Completado,Barcelona,Noreste,,,CLI9035,VIP,119,Miguel,48,Sin promoción,True,3,2,2024-08-09,470261.5695000001,17
4487,2023-02-19,2023,2,Sunday,7,Laptop,Almacenamiento,15,390,11,5206.5,254.78,34.67,Completado,Valencia,Este,,,CLI2158,Regular,42,,,Verano,,5,13,2023-01-08,365865.8112,27
4488,2023-01-28,2023,1,Saturday,4,Webcam,Accesorios,-4,$14.99,-4,-62.36€,9.07,,PENDIENTE,Bilbao,Norte,Efectivo,Tienda física,CLI7931,Regular,155,Carlos,12,CyberMonday,False,2,3,2022-08-26,error_acumuladoerror_acumulado,
4489,2024-09-20,2024,9,Friday,38,Mouse,Accesorios,92,1423,12,115206.08,933.83,34.38,Envío,Sevilla,Sur,Efectivo,Web,CLI5934,Nuevo,363,Carlos,12,Verano,Sí,5,8,2023-09-23,546236.5443,1
4490,10/09/2024,2024,9,Tuesday,37,Disco Duro,Periféricos,39,1027,62,15220.14,683.71,33.43,,Barcelona,Noreste,Transferencia,Web,CLI7067,Regular,197,Carlos,12,CyberMonday,False,3,4,2024-02-26,305614.1170748575,9
4491,2024-11-28,2024,11,Thursday,48,Monitor,Almacenamiento,45,515,65,8111.249999999999,226.77,55.97,Completado,Bilbao,Norte,Transferencia,Tienda física,CLI3325,VIP,183,Carlos,12,Verano,False,4,5,2024-05-29,514496.86,22
4492,06-11-2023,2023,6,Sunday,23,Teclado,Periféricos,39,111,42,2510.82,48.32,56.47,Pendiente,Bilbao,Norte,Efectivo,,CLI8605,Regular,287,Miguel,48,Verano,,1,11,2022-08-28,608153.7682999999,17
4493,2024-11-12,2024,11,Tuesday,46,Impresora,Accesorios,92,1209,1,110115.72,620.95,48.64,Completado,Barcelona,Noreste,Tarjeta,Marketplace,CLI8026,Regular,321,Carlos,12,Primavera,,5,15,2023-12-27,448261.41099999996,1
4494,2024-08-22,2024,8,Thursday,34,Mouse,,54,"1098,99",16,49850.1864,533.57,,Pendiente,Bilbao,Norte,PayPal,Web,CLI2535,,7,Laura,24,CyberMonday,inválido,5,2,2024-08-15,255117.516,2
4495,2024-04-26,2024,4,Friday,17,Monitor,Periféricos,66,801,34,34891.56,,,Envío,Sevilla,Sur,Efectivo,Web,CLI5671,Nuevo,2,,,Verano,,10,12,2024-04-24,0,10
4496,2023-05-11,2023,5,Thursday,19,Mouse,Electrónica,36,$351.99,36,8109.8496,233.75,,Cancelado,Bilbao,Norte,PayPal,App,CLI1470,VIP,304,Ana,36,Primavera,,4,11,2022-07-11,412190.0499527367,12
4497,2024-06-05,2024,6,Wednesday,23,Laptop,Periféricos,56,1383,20,61958.4,669.97,51.56,Pendiente,Barcelona,Noreste,PayPal,Web,CLI3314,VIP,60,Carlos,12,BlackFriday,False,4,12,2024-04-06,255322.8875,2
4498,2024-07-06,2024,7,Saturday,27,,Periféricos,72,646,42,-26976.960000000003,374.53,42.02,,Sevilla,Sur,,Tienda física,,Regular,23,Sofia,6,,False,2,1,2024-06-13,error_acumulado,
4499,2023-09-02,2023,9,Saturday,35,Monitor,Almacenamiento,67,732,15,41687.4,477.3,34.8,,Sevilla,Sur,,Web,CLI3332,VIP,14,Laura,24,Verano,,4,12,2023-08-19,575055.147,4
9644,16/11/2024,2024,11,Saturday,46,Mouse,,-9,817,28,-5294.16,501.63,38.6,Cancelado,,,,Web,CLI1722,Inactivo,365,Miguel,48,Verano,No,3,6,fecha_invalida,error_acumulado,
4501,2023-08-27,2023,8,Sunday,34,Laptop,Accesorios,59,699,50,20620.5,296.53,57.58,Cancelado,Madrid,Centro,Transferencia,,CLI3357,Nuevo,34,Laura,24,BlackFriday,True,5,13,2023-07-24,519788.9872999999,11
4502,02-25-2023,2023,2,Saturday,8,Teclado,Electrónica,34,1371,70,13984.200000000003,781.57,42.99,Cancelado,Sevilla,Sur,Efectivo,,CLI5263,Inactivo,229,Sofia,6,Primavera,Sí,1,9,2022-07-11,187516.6155296018,8
4503,2024-05-25,2024,5,Saturday,21,RAM,Almacenamiento,80,763,3,59208.799999999996,373.79,-51.010484927916124,Cancelado,Bilbao,Norte,Tarjeta,App,CLI2091,,190,Laura,24,Sin promoción,False,5,-1,2023-11-17,457575.3766532139,3
4504,2024-07-04,2024,7,Thursday,27,Teclado,Almacenamiento,58,$787.99,59,18738.4022,366.6,,Completado,Sevilla,Sur,PayPal,App,CLI3255,Regular,292,Sofia,6,Sin promoción,False,3,6,2023-09-16,385356.3412086688,15
4505,2024-11-16,2024,11,Saturday,46,USB,,40,1427,-8,61646.4,791.4,44.54,,Sevilla,Sur,Tarjeta,Tienda física,CLI7152,Inactivo,320,Sofia,6,Sin promoción,True,2,1,2024-01-01,522262.6298000001,3
4506,2023-09-03,2023,9,Sunday,35,USB,Periféricos,11,646,15,6040.099999999999,400.4,38.02,Envío,Valencia,Este,,Marketplace,CLI8833,Regular,90,Sofia,6,CyberMonday,No,2,12,2023-06-05,502927.2175953121,17
4507,2023-03-27,2023,3,Monday,13,RAM,Accesorios,36,985,65,12411.0,611.04,37.97,Completado,Valencia,Este,PayPal,Web,CLI6318,VIP,301,,,CyberMonday,True,3,2,2022-05-30,595490.5921,13
4508,2023-05-07,2023,5,Sunday,18,Disco Duro,Electrónica,11,"473,99",146,-2398.3894,491.64942705542785,,Cancelado,Sevilla,Sur,Efectivo,Tienda física,CLI3644,Inactivo,281,Ana,36,Verano,False,4,1,2022-07-30,error_acumulado,
4509,2023-06-21,2023,6,Wednesday,25,Webcam,Periféricos,56,970,63,,652.75,32.71,,Madrid,Centro,PayPal,Tienda física,CLI6621,,297,Miguel,48,Verano,True,1,12,2022-08-28,error_acumulado,
4510,26/07/2023,2023,7,Wednesday,30,Disco Duro,Almacenamiento,1.2537137141662498,1346,37,1063.1241553386965,755.53,43.87,Pendiente,Sevill@,Sur,Efectivo,Tienda física,CLI4830,Inactivo,304,,,CyberMonday,Sí,5,6,2022-09-25,1150091.4239430078,1
4511,2023-12-29,2023,12,Friday,52,Mouse,Electrónica,48,684,37,-20684.16,319.33,53.31,Pendiente,Sevilla,Sur,Efectivo,Marketplace,CLI3553,Regular,309,Sofia,6,BlackFriday,No,3,5,2023-02-23,error_acumulado,
4512,02-02-2023,2023,2,Thursday,5,Webcam,Almacenamiento,-4,$180.99,5,-687.7620000000001,81.81,,Cancelado,Barcelona,Noreste,Tarjeta,App,CLI1690,,336,Miguel,48,CyberMonday,False,2,14,2022-03-03,error_acumulado,
4513,2023-02-19,2023,2,Sunday,7,RAM,Almacenamiento,25,1320,25,24750.0,664.17,49.68,Cancelado,,,Transferencia,Marketplace,CLI3107,,213,Ana,36,CyberMonday,False,2,4,2022-07-21,315314.08541867085,11
4514,2024-11-18,2024,11,Monday,47,Webcam,Almacenamiento,92,337,43,17672.280000000002,177.62,47.29,Envío,Sevilla,Sur,,Web,CLI5790,Regular,294,Miguel,-48,,,4,5,2024-01-29,559312.1416,10
4515,2023-06-04,2023,6,Sunday,22,USB,Accesorios,20,141,1,2791.8,92.07,34.7,Completado,Madrid,Centro,Transferencia,App,CLI5360,Inactivo,59,Carlos,12,Verano,inválido,4,9,fecha_invalida,276928.3769999999,20
4516,2023-10-08,2023,10,Sunday,40,Laptop,Accesorios,58,725,70,12615.000000000002,323.9,55.32,,,,Transferencia,Web,CLI3811,Inactivo,302,Ana,36,,Sí,2,13,2022-12-10,462219.14110000007,13
4517,2024-10-05,2024,10,Saturday,40,Laptop,Almacenamiento,49,1354,13,57721.02,583.05,56.94,Cancelado,Barcelona,Noreste,Tarjeta,Tienda física,CLI5072,,215,,,Sin promoción,No,1,5,2024-03-04,160976.63514680395,4
4518,2024-02-18,2024,2,Sunday,7,Impresora,Electrónica,7 unidades,595,43,0.0,414.93,30.26,Pendiente,Madrid,Centro,Efectivo,Marketplace,CLI8842,Regular,300,Miguel,48,Primavera,False,5,6,2023-04-24,error_acumulado,
4519,2024-11-17,2024,11,Sunday,46,Mouse,Accesorios,87,1496,34,85900.31999999999,601.52,59.79,Cancelado,Sevilla,Sur,PayPal,,CLI4458,Regular,271,Laura,24,,,3,1,2024-02-20,403150.36,2
1362,17/02/2023,2023,2,Friday,7,Webcam,Electrónica,,$37.99,24,0.0,19.76,,Cancelado,Sevilla,Sur,Transferencia,,CLI1900,VIP,362,,,Verano,True,5,7,2022-02-20,error_acumulado,
4521,2024-02-23,2024,2,Friday,8,USB,Accesorios,41,1302,19,43239.420000000006,719.59,44.73,CANCELADO,Bilbao,Norte,,,CLI5298,VIP,46,Laura,24,Verano,No,5,8,2024-01-08,774834.7214617191,9
4522,01-10-2023,2023,1,Tuesday,2,Monitor,Electrónica,54,"268,99",-2,14815.97€,162.9,,Pendiente,Barcelona,Noreste,Tarjeta,Web,CLI4616,Regular,91,Miguel,48,Verano,False,4,-7,2022-10-11,error_acumulado,
4523,2024-09-13,2024,9,Friday,37,Teclado,Accesorios,19,1258,3,23184.94,774.59,38.43,Completado,,,,Tienda física,CLI1466,Nuevo,184,Laura,24,CyberMonday,No,3,5,2024-03-13,407812.79710317444,10
4524,2023-11-20,2023,11,Monday,47,Impresora,Accesorios,-4,1485,41,3504.6000000000004,1005.31,32.3,Pendiente,Valencia,Este,,Tienda física,invalido,,288,Sofia,6,Sin promoción,True,1,1,2023-02-05,0,21
4525,2023-02-18,2023,2,Saturday,7,Webcam,Accesorios,40,1339,59,21959.600000000002,743.1,44.5,,Bilbao,Norte,Transferencia,Tienda física,CLI4461,VIP,250,Laura,24,BlackFriday,,3,14,2022-06-13,235600.48778427122,7
4526,2023-05-06,2023,5,Saturday,18,Laptop,Periféricos,90,399,70,10773.000000000002,,,,Madrid,Centro,Efectivo,App,CLI6251,Regular,76,Sofia,6,Primavera,False,0,3,2023-02-19,367187.606,15
4527,2023-11-28,2023,11,Tuesday,48,Disco Duro,Electrónica,45,1246,4,53827.2,837.37,32.8,Pendiente,Sevilla,Sur,Tarjeta,Web,CLI5562,,321,Sofia,6,BlackFriday,,5,13,2023-01-11,534426.3777999999,4
4528,2024-04-17,2024,4,Wednesday,16,,Almacenamiento,18,$56.99,46,553.9428,32.41,,Pendiente,Barcelona,Noreste,,Web,CLI6658,Nuevo,89,,,Sin promoción,True,1,13,2024-01-19,436648.1686,27
4529,2023-04-29,2023,4,Saturday,17,Mouse,Accesorios,79,1026,52,38905.92,615.56,40.0,Cancelado,Madrid,Centro,PayPal,Tienda física,CLI5320,Nuevo,194,,,Sin promoción,False,5,6,2022-10-17,288768.18,5
4530,02/12/2023,2023,12,Saturday,48,Teclado,,51,35,50,892.5,15.89,54.6,Completado,Bilbao,Norte,PayPal,Marketplace,CLI4503,Inactivo,48,Miguel,48,,False,3,2,fecha_invalida,225072.5236,23
4531,2023-11-10,2023,11,Friday,45,Impresora,,35,796,7,25909.8,547.2553069752189,31.25,Completado,Sevilla,Sur,Transferencia,Tienda física,CLI7780,Regular,133,Laura,24,CyberMonday,False,3,1,2023-06-30,466837.37910549203,12
4532,04-24-2023,2023,4,Monday,17,Mouse,Periféricos,2.8766222581071594,1316,19,3066.364262251908,743.59,43.5,Envío,Valencia,Este,,,CLI9057,Nuevo,157,Sofia,6,CyberMonday,,3,11,2022-11-18,583669.0885245037,15
4533,2024-04-03,2024,4,Wednesday,14,Monitor,Accesorios,77,661,54,23412.62,336.66,49.07,Completado,Barcelona,Noreste,,Web,CLI3131,Regular,56,Ana,36,Primavera,,4,4,2024-02-07,503867.7052,11
4534,2023-07-29,2023,7,Saturday,30,Monitor,Almacenamiento,82,857,45,38650.700000000004,429.65,49.87,Cancelado,Sevilla,Sur,PayPal,,CLI7152,Regular,172,Miguel,48,Primavera,False,4,6,2023-02-07,472968.22760000004,8
4535,2024-11-29,2024,11,Friday,48,Laptop,Accesorios,47,221,45,5712.85,91.76,58.48,Envío,Valencia,Este,Tarjeta,,CLI4198,,280,Sofia,6,CyberMonday,No,1,1,2024-02-23,413582.24923233915,18
4536,2024-01-14,2024,1,Sunday,2,Monitor,Periféricos,-5,$761.99,118,,400.35,,,Bilbao,Norte,Efectivo,,CLI3341,,138,Miguel,48,,inválido,1,11,2023-08-29,error_acumulado,
4537,2023-04-02,2023,4,Sunday,13,,Periféricos,10,1322,48,-6874.400000000001,817.65,38.15,,,,Efectivo,Web,CLI7962,VIP,318,Ana,36,,,3,7,2022-05-19,error_acumulado,
4538,2024-02-12,2024,2,Monday,7,RAM,Periféricos,93,94,13,7605.54,40.37,57.05,Envío,,,PayPal,Marketplace,CLI7539,,4,Ana,36,,Sí,3,9,2024-02-08,460792.3146806537,14
4539,2024-12-20,2024,12,Friday,51,Monitor,Accesorios,87,314,0,27318.0,187.15,40.4,Completado,Sevilla,Sur,Efectivo,Tienda física,CLI7488,Inactivo,108,Carlos,12,,Sí,5,7,2024-09-03,265103.40162907867,8
16708,28/07/2024,2024,7,Sunday,30,Impresora,,29,640,12,16332.8,266.56,58.35,Envío,Sevilla,Sur,Efectivo,App,CLI1583,Inactivo,85,Laura,24,,False,1,5,2024-05-04,225488.02529999998,16
4541,2024-03-09,2024,3,Saturday,10,Monitor,Electrónica,4,381,8,1402.0800000000002,190.56,-49.98425196850393,Envío,Bilbao,Norte,Transferencia,,CLI5860,,299,Laura,24,Sin promoción,Sí,1,-3,2023-05-15,233477.164333638,24
4542,10-29-2024,2024,10,Tuesday,44,Monitor,Electrónica,25,871,41,12847.250000000002,352.08,59.58,Cancelado,Valencia,Este,,Tienda física,CLI3424,Nuevo,331,Miguel,48,Sin promoción,True,3,8,2023-12-03,196935.2455,14
4543,2024-08-25,2024,8,Sunday,34,RAM,,57,160,39,5563.2,102.47,35.96,,Madrid,Centro,PayPal,App,CLI7354,Regular,60,Miguel,48,Verano,True,4,7,2024-06-26,772299.3800000001,23
4544,2024-08-10,2024,8,Saturday,32,Monitor,,24,$855.99,49,10477.317600000002,508.94,,Cancelado,Valencia,Este,Transferencia,,CLI3551,Regular,90,Ana,36,,True,3,15,2024-05-12,733266.648874278,19
4545,2024-05-02,2024,5,Thursday,18,Monitor,Electrónica,14,451,62,2399.32,287.57,36.24,Pendiente,Sevilla,Sur,,Marketplace,CLI7943,,358,Ana,36,CyberMonday,True,3,1,fecha_invalida,467472.01466661645,25
4546,2023-05-19,2023,5,Friday,20,RAM,,88,325,54,13155.999999999998,140.8,56.68,Envío,Sevilla,Sur,Transferencia,Tienda física,CLI6673,VIP,21,Ana,36,Primavera,True,5,8,2023-04-28,410991.68,14
4547,2024-02-15,2024,2,Thursday,7,Webcam,Accesorios,61,122,16,6251.28,51.65,57.66,,Sevilla,Sur,Tarjeta,Marketplace,CLI5895,,204,Carlos,12,Primavera,No,3,3,2023-07-26,362415.8766000001,21
4548,2023-02-12,2023,2,Sunday,6,Monitor,Periféricos,-3,1372,13,-3580.92,872.64,36.4,Envío,Madrid,Centro,PayPal,App,CLI7235,,139,,,Sin promoción,False,4,10,2022-09-26,error_acumulado,
4549,2024-04-02,2024,4,Tuesday,14,,,15,43,44,361.20000000000005,27.14,36.88,Completado,Valencia,Este,Efectivo,Tienda física,CLI2635,,218,,,CyberMonday,Sí,2,15,2023-08-28,437009.3686,22
4550,17/11/2024,2024,11,Sunday,46,Impresora,Accesorios,91,"499,99",21,-35944.28110000001,248.31,,,Valencia,Este,,Web,,VIP,59,Ana,36,Verano,No,5,12,2024-09-19,error_acumulado,
4551,2023-01-31,2023,1,Tuesday,5,Mouse,,79,163,46,6953.580000000001,112.71,30.85,Envío,Bilbao,Norte,,Tienda física,CLI9558,,52,,,Sin promoción,No,5,5,2022-12-10,118133.11889462623,17
4552,03-01-2023,2023,3,Wednesday,9,Webcam,Periféricos,16,$516.99,3,8023.6848,218.86,,Envío,Bilbao,Norte,Tarjeta,,CLI5209,Inactivo,265,Sofia,6,,No,1,1,2022-06-09,241260.41094551084,27
4553,2023-04-26,2023,4,Wednesday,17,USB,Almacenamiento,1,1201,54,552.4599999999999,834.45,30.52,Pendiente,Barcelona,Noreste,Tarjeta,,CLI5574,Regular,81,Carlos,12,Verano,False,5,7,2023-02-04,0,23
4554,2024-01-13,2024,1,Saturday,2,USB,Periféricos,5 unidades,35,65,0.0,33.01610393522452,5.67,CANCELADO,Sevilla,Sur,,Marketplace,CLI2475,Regular,218,,,Primavera,Sí,3,3,2023-06-09,error_acumuladoerror_acumulado,
4555,2023-09-06,2023,9,Wednesday,36,Webcam,Electrónica,73,466,42,19730.440000000002,225.69,51.57,Cancelado,Sevilla,Sur,,Tienda física,CLI5560,,174,Sofia,6,Sin promoción,Sí,3,12,2023-03-16,321279.57999999996,10
4556,2023-07-30,2023,7,Sunday,30,,Electrónica,22,1298,-10,31411.60€,796.29,38.65,Pendiente,Sevilla,Sur,,App,CLI8733,VIP,242,Miguel,48,Primavera,True,2,14,2022-11-30,error_acumulado,
4557,2024-08-04,2024,8,Sunday,31,Laptop,Electrónica,2,1334,19,2161.08,,,,Valencia,Este,,Tienda física,CLI4833,Regular,260,Carlos,12,BlackFriday,inválido,-1,10,2023-11-18,431458.3277504519,25
4558,2024-04-23,2024,4,Tuesday,17,Mouse,Electrónica,61,331,0,20191.0,174.94,47.15,Cancelado,,,Efectivo,,CLI9269,Nuevo,30,Sofia,6,Primavera,No,3,4,2024-03-24,462082.71859999996,13
4559,2023-09-23,2023,9,Saturday,38,Monitor,Almacenamiento,70,222,13,13519.8,125.85,43.31,Envío,Bilbao,Norte,,App,CLI9690,Nuevo,193,,,,False,3,6,2023-03-14,301047.3735,19
16168,11/12/2024,2024,12,Wednesday,50,Impresora,Almacenamiento,-19,$931.99,69,-5489.421100000001,510.56,,Cancelado,Madrid,Centro,,Tienda física,CLI4531,VIP,292,Miguel,48,Sin promoción,,5,-7,fecha_invalida,error_acumulado,
4561,2024-05-06,2024,5,Monday,19,RAM,Periféricos,3,1022,63,1134.42,482.74,52.77,Cancelado,Bilbao,Norte,,,CLI2285,Nuevo,264,,,CyberMonday,No,5,5,2023-08-16,458709.7966532139,25
4562,06-05-2024,2024,6,Wednesday,23,Mouse,,46,165,65,2656.5,99.32,39.81,,Sevilla,Sur,Efectivo,,CLI9611,Regular,102,Sofia,6,Verano,False,4,10,2024-02-24,220847.71999999997,21
4563,2024-01-05,2024,1,Friday,1,Teclado,Electrónica,52,1455,70,-22698.000000000004,674.2,53.66,Completado,Madrid,Centro,PayPal,,CLI2262,Regular,61,Ana,36,Sin promoción,,1,11,2023-11-05,error_acumulado,
4564,2024-10-11,2024,10,Friday,41,Laptop,Almacenamiento,98,"1375,99",110,-13484.70200000001,647.06,,Envío,Sevilla,Sur,Tarjeta,Tienda física,CLI6844,Regular,197,,,CyberMonday,,4,5,2024-03-28,error_acumulado,
4565,2023-02-22,2023,2,Wednesday,8,Disco Duro,Accesorios,98,317,43,17707.620000000003,197.83,37.59,Pendiente,V@lenci@,Este,PayPal,Tienda física,CLI1913,,60,Miguel,48,Sin promoción,,1,10,2022-12-24,717938.1479982398,1
4566,2023-06-29,2023,6,Thursday,26,Laptop,Accesorios,24,1339,32,21852.48,859.69,35.8,Pendiente,Sevilla,Sur,Tarjeta,App,CLI6422,VIP,15,Miguel,48,Primavera,Sí,1,8,2023-06-14,321517.83849999995,10
4567,2024-03-16,2024,3,Saturday,11,USB,Electrónica,86,594,49,26052.84,402.88,32.18,Completado,,,Transferencia,Web,CLI5263,,252,Ana,36,BlackFriday,Sí,3,9,2023-07-08,238138.30000000002,12
4568,2023-01-03,2023,1,Tuesday,1,Impresora,Accesorios,83,$1256.99,65,36515.559499999996,601.25,,,,,,Web,CLI7665,,50,Carlos,12,Sin promoción,True,3,5,2022-11-14,233727.92300000004,8
4569,2024-08-31,2024,8,Saturday,35,Monitor,Electrónica,82,809,43,37812.66,331.71,59.0,Envío,Barcelona,Noreste,,Tienda física,CLI8264,Inactivo,155,Miguel,48,BlackFriday,Sí,2,3,2024-03-29,771079.308874278,6
4570,30/10/2023,2023,10,Monday,44,RAM,,39,553,12,18978.96,255.89,53.73,Completado,Bilbao,Norte,,Marketplace,CLI6076,Regular,27,,,BlackFriday,No,4,1,2023-10-03,437758.3508136763,18
4571,2024-04-17,2024,4,Wednesday,16,Laptop,Periféricos,68,1112,13,65785.92,634.49,42.94,,Barcelona,Noreste,Transferencia,,CLI7822,,15,Miguel,48,Primavera,No,1,11,2024-04-02,432916.14959999995,2
4572,11-19-2023,2023,11,Sunday,46,USB,Accesorios,-19,522,50,-4959.0,217.99,58.24,,Bilbao,Norte,Transferencia,Web,CLI6042,Nuevo,283,Sofia,6,CyberMonday,,5,8,2023-02-09,error_acumulado,
4573,2023-04-02,2023,4,Sunday,13,Monitor,Periféricos,78,672,-10,57657.600000000006,342.67,49.01,Envío,Sevilla,Sur,Tarjeta,Marketplace,CLI7889,,239,Laura,24,CyberMonday,,4,10,2022-08-06,383058.5431,3
4574,2023-08-07,2023,8,Monday,32,Impresora,Periféricos,7,1182,51,4054.2599999999998,728.35,38.38,Envío,,,Efectivo,Tienda física,CLI6962,,65,Laura,24,CyberMonday,Sí,5,1,2023-06-03,341426.84839999996,18
4575,2024-06-26,2024,6,Wednesday,26,RAM,,80,378,4,29030.399999999998,245.0,35.19,Cancelado,Valencia,Este,PayPal,App,CLI4191,Inactivo,136,Laura,24,Sin promoción,No,1,3,fecha_invalida,417505.15,6
4576,2023-03-27,2023,3,Monday,13,Teclado,Electrónica,2.70638619877814,$1076.99,64,-1049.3103139999448,631.52,,Completado,,,Efectivo,,,Nuevo,299,Laura,24,Primavera,Sí,2,3,2022-06-01,error_acumuladoerror_acumulado,
4577,2024-05-17,2024,5,Friday,20,Mouse,Periféricos,31,1038,41,18985.020000000004,767.5691588059925,26.05,Pendiente,,,Tarjeta,Tienda física,CLI4506,Inactivo,304,Sofia,6,Verano,True,2,10,2023-07-18,410095.2074221944,14
4578,2023-05-19,2023,5,Friday,20,USB,,31,"908,99",23,21697.5913,516.54,,Envío,Valencia,Este,PayPal,Tienda física,CLI9964,Regular,295,Sofia,6,,inválido,3,15,2022-07-28,381392.35173064494,8
4579,2024-05-09,2024,5,Thursday,19,Mouse,Electrónica,98,540,8,48686.4,291.15,-46.083333333333336,,Bilbao,Norte,,Tienda física,CLI5375,VIP,184,Ana,36,Primavera,No,5,-7,2023-11-07,458781.60742219444,6
8020,18/03/2024,2024,3,Monday,12,USB,Almacenamiento,97,1308,22,98963.28,766.77,41.38,Pendiente,Barcelona,Noreste,Transferencia,Tienda física,CLI3585,VIP,186,Sofia,6,,Sí,3,1,2023-09-14,337101.58,1
4581,2023-02-27,2023,2,Monday,9,Webcam,Accesorios,86,1351,39,70873.45999999999,861.23,36.25,Cancelado,Valencia,Este,PayPal,Web,CLI5698,Nuevo,295,Sofia,6,,True,3,13,2022-05-08,306473.9477842712,3
4582,04-22-2023,2023,4,Saturday,16,Mouse,Periféricos,22,1439,67,10447.14,746.14,48.15,Envío,,,,Web,CLI3454,VIP,145,Miguel,48,Verano,No,1,7,2022-11-28,0,20
4583,2023-09-09,2023,9,Saturday,36,Teclado,,13,710,17,7660.9,346.86,51.15,Cancelado,Bilbao,Norte,,App,CLI5646,,259,,,,True,3,13,2022-12-24,320283.96800000005,21
4584,2023-04-09,2023,4,Sunday,14,Teclado,Accesorios,-18,$356.99,11,-5718.9798,223.84,,Pendiente,Bilbao,Norte,Efectivo,,CLI4490,Regular,116,,,CyberMonday,Sí,4,9,2022-12-14,error_acumulado,
4585,2023-02-08,2023,2,Wednesday,6,Impresora,Electrónica,2,373,69,231.26000000000005,190.41,48.95,Pendiente,Madrid,Centro,Tarjeta,App,CLI9914,Regular,280,Miguel,48,Primavera,,4,10,2022-05-04,330270.0871,21
4586,2024-12-24,2024,12,Tuesday,52,Impresora,Electrónica,43,827,59,14580.01,383.47,53.63,Completado,Sevilla,Sur,PayPal,Web,CLI4570,VIP,253,Laura,24,BlackFriday,Sí,3,11,2024-04-15,382998.16030149796,13
4587,2024-07-31,2024,7,Wednesday,31,Monitor,Accesorios,30,1252,48,19531.2,525.24,58.05,ENVÍO,Sevilla,Sur,,Web,CLI8581,,71,Miguel,48,Primavera,No,2,15,2024-05-21,481694.87940000003,15
